"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0071240",134.804224891477,134.840008232372,155.018442707997,29.9713743653781,24.6707909385758,27.9915322914911,0.00391179740684999,-2.3537971272908,2.43473614236912e-05,0.195630453180785,2.40762364554228
"FBtr0089484",510.529400431214,430.653827634718,466.582622075782,30.7504508863068,70.5579666214248,71.0001038309223,0.00485699922829193,-3.12979941043759,5.15820134239234e-05,0.114244814555225,2.31363196553017
"FBtr0306107",691.552226540686,795.182452106887,634.845962370326,244.534867132087,305.978471014413,243.243534181719,0.00490521189877168,-1.41969647223083,5.60385067452231e-05,0.3737909455459,2.30934222692225
"FBtr0330159",691.552226540686,795.182452106887,634.845962370326,244.534867132087,305.978471014413,243.243534181719,0.00490521189877168,-1.41969647223083,5.60385067452231e-05,0.3737909455459,2.30934222692225
"FBtr0087115",117.145318584567,127.271197817902,119.304695151896,32.8315926488744,29.1128194335285,35.0580283484765,0.0043391138604061,-1.90611952801983,3.24756052435341e-05,0.266809228313625,2.36259895362804
"FBtr0289981",687.428166194034,838.27728246261,734.271075708815,372.178730734311,313.904982237112,330.053360682281,0.00490521189877168,-1.15126925364314,5.612544345272e-05,0.45022895477037,2.30934222692225
"FBtr0305668",727.543164405145,728.09110291476,677.856405759237,314.057041677536,384.737570631359,293.191937025814,0.00490521189877168,-1.11340448358431,5.67452922103304e-05,0.462202034850419,2.30934222692225
"FBtr0087257",3729.27280708851,4070.39181224648,4022.28098214216,2238.26047714673,1779.91875581369,1861.20550096029,0.00476705793335722,-1.01350413369072,4.57309214467881e-05,0.495341659767911,2.32174957012362
"FBtr0332203",1510.66010136927,1686.29875238106,1565.56142355835,461.891493252501,368.61627748775,230.931632955735,0.00490521189877168,-2.22143342423541,5.66569260163246e-05,0.214428202953456,2.30934222692225
"FBtr0332529",1366.62517207652,1640.77482136379,1612.33819258549,806.120082932551,706.4969269171,773.349370398857,0.00490024560791165,-1.01135282337697,5.33183358778304e-05,0.496080851703332,2.3097821519128
"FBtr0290077",846.953920966391,1124.66311637002,1015.47368926959,292.912225717858,197.962908728137,170.161087070476,0.00537205149498082,-2.20354086462239,6.41834333745101e-05,0.217104138950275,2.26985983295812
"FBtr0343424",225.790572097769,243.985012063151,227.337626758214,117.596641644052,103.807074991577,99.6808554433319,0.00555458911455492,-1.12465136340279,6.91734025897541e-05,0.458612834973223,2.25534806127421
"FBtr0344403",149.599259284074,146.979408001527,168.760250573916,35.2183620610466,23.0198571629862,21.9785153003503,0.00450037680095531,-2.54929654307066,3.64149586271117e-05,0.170838312411219,2.34675112273024
"FBtr0339144",357.221236714694,386.475471196706,354.441359863401,94.6214043822898,128.387322156785,68.6212001127539,0.0058773008548156,-1.95734528950028,7.46783912900901e-05,0.257501851451982,2.23082207749353
"FBtr0310647",1370.440019088,1688.18999222533,1311.84398324095,490.448465656727,454.301319081118,324.093377826702,0.00540308754139308,-1.79830424252865,6.61917380949845e-05,0.287512334948119,2.26735799591889
"FBtr0344980",1960.21297752642,2452.1376149906,2106.69811960893,1046.76552024787,903.306575939483,819.746949161576,0.00540308754139308,-1.23561695550004,6.53908085940769e-05,0.424660858354055,2.26735799591889
"FBtr0078083",1532.92990181543,1256.50592505871,1374.09790216747,482.961587920439,542.906311661697,659.169173328987,0.0057154935792918,-1.31072365328902,7.22611237030381e-05,0.403118625298355,2.24294625879333
"FBtr0080932",357.351916993315,334.558926316939,442.663439063361,117.857098128747,98.668158603542,127.671584243927,0.00657836530085796,-1.72226722012555,9.18178831892533e-05,0.303072063686831,2.18188201353171
"FBtr0302938",298.903963415911,317.141524258694,356.692110989191,86.679830335612,42.8509679606522,71.1293110914696,0.00657174533525428,-2.3378759369088,8.89028068616483e-05,0.197801334289373,2.18231927445741
"FBtr0081484",301.856769272203,253.209549221518,293.284832824947,118.349641595724,110.353136671828,90.1730256993425,0.00657836530085796,-1.41820987565445,9.24536588756543e-05,0.374176309545484,2.18188201353171
